object_id,disposition,orbital_period,transit_duration,transit_depth_ppm,planet_radius,stellar_temp,stellar_logg,stellar_radius,mission,,,,,,,,,
K00903.01,CONFIRMED,5.007316661,4.2362,6932.3,6.96,5865,4.563,0.827,Kepler,,,,,,,,,
K00904.01,CONFIRMED,2.211116989,1.6485,724.2,1.85,4500,4.656,0.646,Kepler,,,,,,,,,
K00904.02,CONFIRMED,27.9541337,3.95,942.5,1.9,4500,4.656,0.646,Kepler,,,,,,,,,
K00124.01,CONFIRMED,12.69104387,3.7727,252.1,2.57,5869,4.024,1.626,Kepler,,,,,,,,,
K00895.01,FALSE POSITIVE,4.409409243,3.8636,12861,10.95,5600,4.368,0.975,Kepler,,,,,,,,,
K00896.01,CONFIRMED,16.23947096,4.0374,2590.7,4.14,5191,4.564,0.837,Kepler,,,,,,,,,
K00896.02,CONFIRMED,6.308201629,2.9785,1328.5,2.96,5191,4.564,0.837,Kepler,,,,,,,,,
K00897.01,CONFIRMED,2.052349884,2.0778,14281,13.12,5855,4.393,1.08,Kepler,,,,,,,,,
K00898.01,CONFIRMED,9.7704486,2.4517,1897.8,2.23,3906,4.73,0.509,Kepler,,,,,,,,,
K00898.02,CONFIRMED,5.169804269,2.153,1037.4,1.66,3906,4.73,0.509,Kepler,,,,,,,,,
K00123.02,CONFIRMED,21.22261195,6.5093,366,2.48,5945,4.213,1.302,Kepler,,,,,,,,,
K00898.03,CONFIRMED,20.09017037,4.154,1432.1,2.25,3906,4.73,0.509,Kepler,,,,,,,,,
K00899.01,CONFIRMED,7.11373257,2.1764,807.6,1.16,3561,4.855,0.411,Kepler,,,,,,,,,
K00899.02,CONFIRMED,3.306551643,1.8177,509.2,0.91,3561,4.855,0.411,Kepler,,,,,,,,,
K00899.03,CONFIRMED,15.36845737,2.4714,756.1,1.11,3561,4.855,0.411,Kepler,,,,,,,,,
K00900.01,CONFIRMED,13.81020318,3.048,1309.7,4.56,5942,4.327,1.142,Kepler,,,,,,,,,
K00911.01,CONFIRMED,4.093578461,2.5833,538.6,2.85,6077,4.471,0.999,Kepler,,,,,,,,,
K00911.02,CONFIRMED,105.145959,8.593,685.4,3.43,6077,4.471,0.999,Kepler,,,,,,,,,
K00912.01,CONFIRMED,10.8484518,2.9993,1675.6,2.34,4201,4.682,0.591,Kepler,,,,,,,,,
K00912.02,CONFIRMED,6.66833241,1.915,362.3,1.18,4201,4.682,0.591,Kepler,,,,,,,,,
K00913.01,CONFIRMED,4.082274889,3.23015,17859,10.55,5655,4.581,0.794,Kepler,,,,,,,,,
K00914.01,CANDIDATE,3.886655224,3.1646,581.6,1.87,5662,4.61,0.738,Kepler,,,,,,,,,
K00904.03,CONFIRMED,42.1406089,5.083,895.5,1.85,4500,4.656,0.646,Kepler,,,,,,,,,
K00904.04,CONFIRMED,4.617490562,2.2618,575.8,1.62,4500,4.656,0.646,Kepler,,,,,,,,,
K00904.05,CONFIRMED,10.19849255,2.4283,634.1,1.75,4500,4.656,0.646,Kepler,,,,,,,,,
K00905.01,FALSE POSITIVE,5.795063956,3.2496,1692.9,4.33,5865,4.563,0.827,Kepler,,,,,,,,,
K00906.01,CONFIRMED,7.15681552,2.5882,867,2.47,5029,4.494,0.838,Kepler,,,,,,,,,
K00906.02,CONFIRMED,17.64830851,2.0873,763.3,2.43,5029,4.494,0.838,Kepler,,,,,,,,,
K00906.03,CONFIRMED,4.14810719,2.535,175.2,1.08,5029,4.494,0.838,Kepler,,,,,,,,,
K00907.01,CONFIRMED,16.51410989,4.1575,973.5,2.72,5527,4.488,0.866,Kepler,,,,,,,,,
K00907.02,CONFIRMED,30.1329298,5.172,1015.8,3.14,5527,4.488,0.866,Kepler,,,,,,,,,
K00907.03,CONFIRMED,4.79090809,2.603,251.3,1.36,5527,4.488,0.866,Kepler,,,,,,,,,
K00124.02,CONFIRMED,31.71981013,4.819,363.4,3.09,5869,4.024,1.626,Kepler,,,,,,,,,
K00907.04,CONFIRMED,99.6415962,4.448,952.5,2.64,5527,4.488,0.866,Kepler,,,,,,,,,
K00908.01,CONFIRMED,4.708326451,3.16114,7912.7,10.6,5560,4.246,1.21,Kepler,,,,,,,,,
K00909.01,FALSE POSITIVE,16.37198661,3.8449,4147.6,540.37,4187,4.656,0.592,Kepler,,,,,,,,,
K00910.01,CONFIRMED,5.392026903,2.9804,1151.4,2.68,5198,4.589,0.801,Kepler,,,,,,,,,
K00928.01,CANDIDATE,2.494170338,1.1221,863.7,2.42,5569,4.566,0.829,Kepler,,,,,,,,,
K00929.01,CONFIRMED,6.491682808,4.301,7163.3,9.66,6123,4.413,1.107,Kepler,,,,,,,,,
K00930.01,FALSE POSITIVE,3.044770796,10.0134,1695,24.54,5525,4.603,0.753,Kepler,,,,,,,,,
K00931.01,CONFIRMED,3.855603916,3.2179,16653,13.61,6033,4.46,1.046,Kepler,,,,,,,,,
K00932.01,FALSE POSITIVE,3.855599139,3.183,1030.9,3.57,5936,4.501,0.965,Kepler,,,,,,,,,
K00125.01,CONFIRMED,38.47876629,5.04169,23530,13.26,5510,4.539,0.879,Kepler,,,,,,,,,
K00915.01,FALSE POSITIVE,37.60166128,8.30604,59130,27.22,6140,4.354,1.096,Kepler,,,,,,,,,
K00916.01,CONFIRMED,3.314947362,1.8007,1398.2,3.94,5609,4.481,0.944,Kepler,,,,,,,,,
K00917.01,FALSE POSITIVE,6.71969089,3.0231,969.7,4.37,5931,4.479,0.866,Kepler,,,,,,,,,
K00918.01,CONFIRMED,39.6431552,6.5292,15664,10.98,5231,4.455,0.9,Kepler,,,,,,,,,
K00919.01,FALSE POSITIVE,51.42598578,16.9422,66068,29.66,6257,4.41,1.147,Kepler,,,,,,,,,
K00920.01,CONFIRMED,21.80451611,3.4097,1144.9,2.6,5481,4.629,0.708,Kepler,,,,,,,,,
K00921.01,CONFIRMED,10.28194593,3.4366,1110.7,2.53,5196,4.593,0.775,Kepler,,,,,,,,,
K00921.02,CONFIRMED,18.11993039,4.2309,1506.9,2.95,5196,4.593,0.775,Kepler,,,,,,,,,
K00921.03,CONFIRMED,3.78402867,1.9012,426.1,1.7,5196,4.593,0.775,Kepler,,,,,,,,,
K00922.01,CONFIRMED,5.15448142,3.228,697.5,2.94,5431,4.457,0.884,Kepler,,,,,,,,,
K00126.01,FALSE POSITIVE,33.80364366,11.4813,13494,20.7,5855,3.999,1.796,Kepler,,,,,,,,,
K00923.01,CONFIRMED,5.743469797,3.4412,1240.2,3.13,5897,4.531,0.891,Kepler,,,,,,,,,
K00924.01,CANDIDATE,39.4759093,2.968,1012.6,4.06,6225,4.45,1.031,Kepler,,,,,,,,,
K00925.01,FALSE POSITIVE,19.97448524,4.23479,40293,26.56,6108,4.471,0.997,Kepler,,,,,,,,,
K00926.01,CONFIRMED,3.166353562,3.3129,1473.4,3.82,6007,4.47,0.998,Kepler,,,,,,,,,
K00927.01,FALSE POSITIVE,23.89963441,3.81881,20953,44.04,6192,4.503,0.924,Kepler,,,,,,,,,
K00939.01,CONFIRMED,3.388012244,2.6849,280.1,2.11,5553,4.221,1.25,Kepler,,,,,,,,,
K00939.02,CONFIRMED,5.83909761,3.1915,273.6,2.06,5553,4.221,1.25,Kepler,,,,,,,,,
K00939.03,CONFIRMED,1.620467654,2.1888,159.6,1.57,5553,4.221,1.25,Kepler,,,,,,,,,
K00939.04,CONFIRMED,10.6816951,3.605,307.8,2.3,5553,4.221,1.25,Kepler,,,,,,,,,
K00940.01,CONFIRMED,6.104849417,4.6912,2090.3,3.18,5085,4.584,0.712,Kepler,,,,,,,,,
K00127.01,CONFIRMED,3.578780566,2.91089,11382,10.43,5524,4.421,0.994,Kepler,,,,,,,,,
K00933.01,FALSE POSITIVE,3.187067566,3.119,1037.4,23.88,5450,4.552,0.811,Kepler,,,,,,,,,
K00934.01,CONFIRMED,5.826657508,2.9183,1539.1,4.09,5561,4.362,1.06,Kepler,,,,,,,,,
K00934.02,CONFIRMED,12.41216347,3.739,611.3,2.58,5561,4.362,1.06,Kepler,,,,,,,,,
K00934.03,CONFIRMED,18.74649011,3.895,796.8,3.05,5561,4.362,1.06,Kepler,,,,,,,,,
K00935.01,CONFIRMED,20.86021229,5.1937,1910.5,5.5,6035,4.22,1.257,Kepler,,,,,,,,,
K00935.02,CONFIRMED,42.63427848,6.1998,1719.3,5.22,6035,4.22,1.257,Kepler,,,,,,,,,
K00935.03,CONFIRMED,87.6476068,8.871,1009.6,4,6035,4.22,1.257,Kepler,,,,,,,,,
K00935.04,CANDIDATE,9.61731426,3.8692,234,1.94,6035,4.22,1.257,Kepler,,,,,,,,,
K00936.01,CONFIRMED,9.467821474,2.4327,2237,2.13,3582,4.807,0.458,Kepler,,,,,,,,,
K00936.02,CONFIRMED,0.893040969,1.0981,741.7,1.24,3582,4.807,0.458,Kepler,,,,,,,,,
K00128.01,CONFIRMED,4.942783419,3.25346,11145,10.62,5514,4.459,0.978,Kepler,,,,,,,,,
K00937.01,CONFIRMED,20.83426731,4.0454,988.4,2.74,5537,4.549,0.88,Kepler,,,,,,,,,
K00938.01,CONFIRMED,9.94602357,3.3862,994.5,3.12,5344,4.365,1.013,Kepler,,,,,,,,,
K00938.02,CONFIRMED,1.04562195,1.8955,213,1.45,5344,4.365,1.013,Kepler,,,,,,,,,
K00938.03,CONFIRMED,5.71462396,2.336,297.8,1.78,5344,4.365,1.013,Kepler,,,,,,,,,
K00145.01,FALSE POSITIVE,102.9641952,15.735,1896.7,39,5047,3.066,7.119,Kepler,,,,,,,,,
K01102.02,CONFIRMED,8.14515981,5.073,446.8,3.43,5896,4.197,1.24,Kepler,,,,,,,,,
K01102.03,CONFIRMED,18.9985279,4.529,430.7,43.17,5896,4.197,1.24,Kepler,,,,,,,,,
K01102.04,CONFIRMED,4.24439049,3.282,174,2.07,5896,4.197,1.24,Kepler,,,,,,,,,
K01103.01,CANDIDATE,90.1240507,11.649,3020.3,7.12,6520,4.375,1.215,Kepler,,,,,,,,,
K00150.02,CONFIRMED,28.5742692,4.9427,824.9,2.32,5551,4.508,0.812,Kepler,,,,,,,,,
K01168.01,CANDIDATE,856.672115,23.144,858.1,3.87,6449,4.232,1.309,Kepler,,,,,,,,,
K01169.01,CANDIDATE,0.689210173,1.6169,195,1.32,5630,4.505,0.954,Kepler,,,,,,,,,
K01170.01,CONFIRMED,7.34373964,1.1784,574.4,1.84,5757,4.597,0.762,Kepler,,,,,,,,,
K01171.01,FALSE POSITIVE,0.445277068,3.539,186.7,35.74,6167,4.444,1.064,Kepler,,,,,,,,,
K00966.01,FALSE POSITIVE,0.379463865,0.86896,1973.3,59.56,5075,3.892,1.783,Kepler,,,,,,,,,
K00967.01,FALSE POSITIVE,9.88047978,2.78458,18541,23.6,6113,4.512,0.917,Kepler,,,,,,,,,
K00968.01,FALSE POSITIVE,4.6484156,38.1939,128.4,5.06,6980,3.577,3.482,Kepler,,,,,,,,,
K00969.01,FALSE POSITIVE,17.51201477,1.8248,4511.7,13.66,6224,4.33,1.132,Kepler,,,,,,,,,
K00970.01,CANDIDATE,3.9886021,1.7376,673.5,34.39,4813,2.472,13.652,Kepler,,,,,,,,,
K00971.01,CANDIDATE,0.533059312,1.8621,1495.8,133.56,8523,3.559,4.051,Kepler,,,,,,,,,
K01044.01,FALSE POSITIVE,0.525154153,2.1441,747.5,23.61,5582,4.497,0.846,Kepler,,,,,,,,,
K01045.01,FALSE POSITIVE,1.303861044,4.0541,598.2,27.85,5758,4.475,0.902,Kepler,,,,,,,,,
K01047.01,FALSE POSITIVE,2.55549176,9.083,113.8,23.35,5948,4.508,0.901,Kepler,,,,,,,,,
K00014.01,FALSE POSITIVE,2.947376671,2.0911,433.2,403.59,8090,4.002,2.234,Kepler,,,,,,,,,
K00139.01,CONFIRMED,224.7789355,11.1899,3487.5,7.67,5873,4.293,1.235,Kepler,,,,,,,,,
K01104.01,FALSE POSITIVE,0.890110752,0.8774,321.5,1.25,4768,4.628,0.711,Kepler,,,,,,,,,
K01105.01,FALSE POSITIVE,5.76573396,2.924,248,7.47,5772,3.364,4.434,Kepler,,,,,,,,,
K01106.01,CONFIRMED,7.42608123,3.6379,443.3,2.47,6049,4.353,1.176,Kepler,,,,,,,,,
K01106.02,CONFIRMED,15.9868932,4.158,178.5,1.62,6049,4.353,1.176,Kepler,,,,,,,,,
K01107.01,FALSE POSITIVE,0.73094589,4.32,250.2,17.12,5901,4.553,0.848,Kepler,,,,,,,,,
K01108.01,CONFIRMED,18.92537246,3.9835,640.9,13.92,4941,3.317,4.885,Kepler,,,,,,,,,
K01172.01,FALSE POSITIVE,0.933749106,4.256,186.2,3.22,6215,3.849,2.188,Kepler,,,,,,,,,
K01173.01,FALSE POSITIVE,2.037440623,3.442,118.6,1.19,6253,4.415,1.015,Kepler,,,,,,,,,
K01174.01,CANDIDATE,129995.7784,9.408,1474.9,2.99,4500,4.572,0.726,Kepler,,,,,,,,,
K01175.01,CONFIRMED,31.5925809,13.566,145.1,1.78,5676,4.1,1.487,Kepler,,,,,,,,,
K01175.02,CONFIRMED,17.157236,11.284,110.4,1.55,5676,4.1,1.487,Kepler,,,,,,,,,
K01176.01,CONFIRMED,1.97376085,1.82542,30222,8.78,3807,4.762,0.503,Kepler,,,,,,,,,
K00972.01,CANDIDATE,13.11896244,4.3045,372.2,8.25,7221,3.488,4.24,Kepler,,,,,,,,,
K00133.01,FALSE POSITIVE,4.618767792,5.9957,4399.1,7.48,6013,4.381,1.033,Kepler,,,,,,,,,
K00972.02,CANDIDATE,7.82187328,3.8417,42.2,2.78,7221,3.488,4.24,Kepler,,,,,,,,,
K00974.01,CANDIDATE,53.5057611,10.5616,195.6,2.52,6247,4.016,1.762,Kepler,,,,,,,,,
K00975.01,CONFIRMED,2.785821236,3.5599,68.9,1.69,6202,4.026,1.733,Kepler,,,,,,,,,
K00976.01,FALSE POSITIVE,52.56901867,6.7507,26900,78.54,7240,4.178,1.717,Kepler,,,,,,,,,
K01048.01,FALSE POSITIVE,3.411758679,3.158,570.6,14.71,3995,4.71,0.561,Kepler,,,,,,,,,
K01049.01,FALSE POSITIVE,0.525426427,1.0801,324.6,1.45,5791,4.575,0.802,Kepler,,,,,,,,,
K01050.01,CONFIRMED,1.269091415,1.4647,340.9,1.41,5041,4.576,0.766,Kepler,,,,,,,,,
K01050.02,CONFIRMED,2.853133997,1.465,277.1,1.36,5041,4.576,0.766,Kepler,,,,,,,,,
K01051.01,CONFIRMED,6.79685353,3.1702,393.1,2.01,6061,4.486,0.97,Kepler,,,,,,,,,
K00146.01,FALSE POSITIVE,8.667822346,4.9658,2121.9,67.37,6266,3.923,1.889,Kepler,,,,,,,,,
K01108.02,CONFIRMED,1.475323222,2.3155,154.9,5.88,4941,3.317,4.885,Kepler,,,,,,,,,
K01108.03,CONFIRMED,4.15246118,2.5755,223.4,7.62,4941,3.317,4.885,Kepler,,,,,,,,,
K01110.01,CONFIRMED,8.7348852,4.49,270.7,1.59,5982,4.493,0.96,Kepler,,,,,,,,,
K01111.01,FALSE POSITIVE,10.26547688,3.733,399.6,1.81,5699,4.553,0.853,Kepler,,,,,,,,,
K00151.01,CANDIDATE,13.4471791,3.0454,1428.2,5.24,6276,4.405,1.041,Kepler,,,,,,,,,
K01177.01,FALSE POSITIVE,3.305577989,2.5903,17971,25.89,5534,4.629,0.707,Kepler,,,,,,,,,
K01178.01,FALSE POSITIVE,4.800653901,9.0419,15304,16.91,6715,4.347,1.241,Kepler,,,,,,,,,
K01179.01,FALSE POSITIVE,15.06649901,5.9885,36348,56.44,5751,4.028,1.626,Kepler,,,,,,,,,
K01180.01,FALSE POSITIVE,34.82008158,11.1711,18848,11.36,5114,4.522,0.784,Kepler,,,,,,,,,
K01181.01,FALSE POSITIVE,0.651784374,2.0141,2779.3,33.65,5555,4.375,1.061,Kepler,,,,,,,,,
K00977.01,FALSE POSITIVE,1.353771892,7.012,1349.1,430.99,4283,2.012,15.76,Kepler,,,,,,,,,
K00978.01,FALSE POSITIVE,18.95491633,24.249,867.5,71.39,6362,3.761,2.534,Kepler,,,,,,,,,
K00979.01,FALSE POSITIVE,4.348866254,3.2797,625.6,2436.69,3598,0.65,101.451,Kepler,,,,,,,,,
K00980.01,FALSE POSITIVE,47.93094546,2.6897,2144.4,68.02,8214,4.104,1.938,Kepler,,,,,,,,,
K00981.01,FALSE POSITIVE,3.99751422,3.686,32.8,2.98,5066,3.122,5.324,Kepler,,,,,,,,,
K00982.01,FALSE POSITIVE,1.592633181,5.5605,633.1,1.56,4506,4.626,0.651,Kepler,,,,,,,,,
K00134.01,CONFIRMED,67.5923754,12.249,4158.1,12.1,6038,4.082,1.744,Kepler,,,,,,,,,
K01052.01,CONFIRMED,17.02902786,4.645,568.9,2.54,5839,4.327,1.067,Kepler,,,,,,,,,
K01052.02,CONFIRMED,6.84619236,3.529,246.8,1.67,5839,4.327,1.067,Kepler,,,,,,,,,
K01052.03,CONFIRMED,67.8321638,7.358,507.8,2.39,5839,4.327,1.067,Kepler,,,,,,,,,
K01052.04,CONFIRMED,43.1312147,3.198,447.8,2.39,5839,4.327,1.067,Kepler,,,,,,,,,
K01053.01,CONFIRMED,1.224866441,1.7086,196,1.54,5553,4.32,1.107,Kepler,,,,,,,,,
K01112.01,CONFIRMED,37.8102649,8.733,570.3,2.33,6085,4.451,0.973,Kepler,,,,,,,,,
K01113.01,CONFIRMED,25.93406406,4.6142,414.5,2.48,5952,4.287,1.225,Kepler,,,,,,,,,
K01113.02,CONFIRMED,83.4463485,6.536,503,2.73,5952,4.287,1.225,Kepler,,,,,,,,,
K01114.01,FALSE POSITIVE,7.04710032,2.926,400.9,25.2,5766,4.363,1.068,Kepler,,,,,,,,,
K01115.01,CONFIRMED,12.99204853,6.0175,270.6,2.03,5765,4.236,1.242,Kepler,,,,,,,,,
K01182.01,FALSE POSITIVE,11.11620211,4.211,4843.9,8.96,6122,4.471,0.996,Kepler,,,,,,,,,
K01183.01,FALSE POSITIVE,1.922861499,3.5734,1916.2,5.09,5778,4.531,0.911,Kepler,,,,,,,,,
K01184.01,FALSE POSITIVE,0.635445336,1.8592,2547.4,19,3920,4.7,0.55,Kepler,,,,,,,,,
K01185.01,FALSE POSITIVE,1.665784138,1.8946,2006.2,97.27,6261,3.686,2.789,Kepler,,,,,,,,,
K01186.01,FALSE POSITIVE,55.6639167,23.546,3414.4,34.14,5587,4.528,0.853,Kepler,,,,,,,,,
K00152.01,CONFIRMED,52.09081627,8.6388,2894.1,7.14,6198,4.237,1.324,Kepler,,,,,,,,,
K00983.01,FALSE POSITIVE,7.1548608,7.694,780.4,7.41,7443,4.166,1.739,Kepler,,,,,,,,,
K00984.01,CONFIRMED,4.28746668,1.5693,790.1,2.29,5296,4.576,0.815,Kepler,,,,,,,,,
K00985.01,FALSE POSITIVE,2.002779769,2.231,260.5,1.42,5346,4.44,0.892,Kepler,,,,,,,,,
K00986.01,CONFIRMED,8.18739443,3.0472,517.6,1.92,5251,4.494,0.849,Kepler,,,,,,,,,
K00986.02,CONFIRMED,76.0498163,7.158,445.9,1.75,5251,4.494,0.849,Kepler,,,,,,,,,
K00139.02,CONFIRMED,3.341799486,2.9254,178.2,1.67,5873,4.293,1.235,Kepler,,,,,,,,,
K01054.01,FALSE POSITIVE,3.3226948,3.568,78.7,15.33,5234,2.41,16.959,Kepler,,,,,,,,,
K01055.01,FALSE POSITIVE,36.97708808,4.737,1269.9,38.6,5589,4.193,1.239,Kepler,,,,,,,,,
K01056.01,FALSE POSITIVE,1.851409163,10.232,232.5,20.42,7117,4.176,1.469,Kepler,,,,,,,,,
K01057.01,FALSE POSITIVE,1.303859704,2.8239,36.7,0.98,6802,4.103,1.521,Kepler,,,,,,,,,
K00147.01,FALSE POSITIVE,145.5624926,5.4126,2931.6,40.15,6148,4.346,1.095,Kepler,,,,,,,,,
K01116.01,CONFIRMED,3.749105745,1.9826,182.6,1.68,5751,4.447,0.983,Kepler,,,,,,,,,
K01117.01,CONFIRMED,11.08956602,6.2877,148.1,3.51,6353,3.698,2.867,Kepler,,,,,,,,,
K01118.01,CANDIDATE,7.37290344,2.172,205.2,2.67,5973,4.371,1.07,Kepler,,,,,,,,,
K01119.01,FALSE POSITIVE,7.24476126,2.3145,58,0.65,5370,4.494,0.874,Kepler,,,,,,,,,
K01193.01,CANDIDATE,119.0624882,3.1188,5372.3,10.4,5697,4.392,0.92,Kepler,,,,,,,,,
K01194.01,CONFIRMED,8.70798309,2.4904,1419.6,2.01,4362,4.722,0.554,Kepler,,,,,,,,,
K01194.02,CANDIDATE,14.8623076,3.161,840,1.57,4362,4.722,0.554,Kepler,,,,,,,,,
K01194.03,CONFIRMED,4.17634276,2.335,531.5,1.23,4362,4.722,0.554,Kepler,,,,,,,,,
K00152.02,CONFIRMED,27.40229859,6.8491,747.5,3.63,6198,4.237,1.324,Kepler,,,,,,,,,
K00987.01,CONFIRMED,3.179267286,1.0246,200.9,1.21,5511,4.554,0.857,Kepler,,,,,,,,,
K00988.01,CONFIRMED,10.38122447,2.715,801.5,2.18,5095,4.566,0.78,Kepler,,,,,,,,,
K00988.02,CONFIRMED,24.5709023,3.587,764.2,2.82,5095,4.566,0.78,Kepler,,,,,,,,,
K00989.01,FALSE POSITIVE,81.221876,4.1135,9883,16.59,5619,4.536,0.874,Kepler,,,,,,,,,
K00989.02,FALSE POSITIVE,0.817026268,2.0799,1145.5,2.92,5619,4.536,0.874,Kepler,,,,,,,,,
K00135.01,CONFIRMED,3.024092505,2.8021,7765,12.14,6063,4.261,1.358,Kepler,,,,,,,,,
K01058.01,FALSE POSITIVE,5.670155713,0.9361,536.7,5.85,3337,5.126,0.183,Kepler,,,,,,,,,
K01059.01,CONFIRMED,1.022678654,1.3712,129.2,1.14,5366,4.363,1.02,Kepler,,,,,,,,,
K01060.01,CONFIRMED,12.10968709,6.3461,284.7,2.98,6021,4.093,1.458,Kepler,,,,,,,,,
K01060.02,CONFIRMED,4.75796103,4.66,124.5,1.7,6021,4.093,1.458,Kepler,,,,,,,,,
K01060.03,CONFIRMED,20.4972755,8.536,242.9,2.96,6021,4.093,1.458,Kepler,,,,,,,,,
K01119.02,FALSE POSITIVE,13.55480534,2.288,48.3,0.62,5370,4.494,0.874,Kepler,,,,,,,,,
K01120.01,FALSE POSITIVE,29.74454668,23.2842,66894,20.06,4889,4.569,0.788,Kepler,,,,,,,,,
K01121.01,FALSE POSITIVE,14.15402428,4.47001,61625,53.25,5850,4.404,1.037,Kepler,,,,,,,,,
K01122.01,FALSE POSITIVE,0.844786082,3.5289,2468.5,35.27,5705,4.452,0.915,Kepler,,,,,,,,,
K01123.01,FALSE POSITIVE,0.848483947,1.4451,1907.4,32.11,5941,4.504,0.936,Kepler,,,,,,,,,
K01124.01,FALSE POSITIVE,11.99097576,5.7401,2124.3,37.47,6110,4.352,1.072,Kepler,,,,,,,,,
K01199.01,CONFIRMED,53.5292702,5.668,1086.1,2.28,4736,4.624,0.708,Kepler,,,,,,,,,
K01200.01,FALSE POSITIVE,0.393726813,2.95,564.6,24.17,6277,4.449,1.031,Kepler,,,,,,,,,
K01201.01,CONFIRMED,2.757584622,0.9267,563.1,1.01,3683,4.84,0.424,Kepler,,,,,,,,,
K01202.01,CONFIRMED,0.928310036,1.1899,376.2,1.16,4109,4.672,0.602,Kepler,,,,,,,,,
K00152.03,CONFIRMED,13.48457668,5.0197,653.5,3.39,6198,4.237,1.324,Kepler,,,,,,,,,
K01203.01,CONFIRMED,31.8841473,6.122,910,3.7,5779,4.477,0.974,Kepler,,,,,,,,,
K00989.03,CANDIDATE,16.15811112,6.049,2319.8,86.13,5619,4.536,0.874,Kepler,,,,,,,,,
K00990.01,FALSE POSITIVE,67.69213907,51.349,25457,175.98,5355,2.754,10.703,Kepler,,,,,,,,,
K00991.01,CONFIRMED,12.06222962,2.0584,300.2,1.62,5547,4.451,0.933,Kepler,,,,,,,,,
K00992.01,CONFIRMED,9.93146307,5.678,398.6,2.41,5782,4.28,1.22,Kepler,,,,,,,,,
K00993.01,CONFIRMED,21.85362905,3.439,355.6,1.75,5830,4.54,0.876,Kepler,,,,,,,,,
K01060.04,CONFIRMED,8.19345065,5.234,115.4,1.74,6021,4.093,1.458,Kepler,,,,,,,,,
K00140.01,FALSE POSITIVE,19.97867,10.168,944.3,6.85,9651,4.229,1.895,Kepler,,,,,,,,,
K01061.01,CONFIRMED,41.8059544,6.057,434.4,2.02,5907,4.445,0.973,Kepler,,,,,,,,,
K01062.01,FALSE POSITIVE,15.45158184,2.406,85.3,2.02,7839,4.08,2.069,Kepler,,,,,,,,,
K01063.01,FALSE POSITIVE,89.69816853,5.5418,273110,102.08,6214,4.021,1.583,Kepler,,,,,,,,,
K01064.01,FALSE POSITIVE,1.187352427,4.999,20703,67.35,6424,4.186,1.489,Kepler,,,,,,,,,
K00015.01,FALSE POSITIVE,3.012476582,3.1424,1138.5,65.25,8601,4.137,2.031,Kepler,,,,,,,,,
K00148.01,CONFIRMED,4.77800306,2.7361,473,1.85,5192,4.489,0.873,Kepler,,,,,,,,,
K01125.01,FALSE POSITIVE,7.814839231,3.0122,2010.3,5.33,5887,4.499,0.931,Kepler,,,,,,,,,
K01126.01,FALSE POSITIVE,29.7452499,22.695,778.9,3.6,5334,4.372,1.004,Kepler,,,,,,,,,
K01127.01,CONFIRMED,5.32667299,3.4045,611.4,2.26,5831,4.517,0.921,Kepler,,,,,,,,,
K01187.01,FALSE POSITIVE,0.741057213,1.05299,1996.3,26.67,5496,4.592,0.776,Kepler,,,,,,,,,
K01188.01,FALSE POSITIVE,2.988085455,3.68,802.8,21.81,5497,4.577,0.809,Kepler,,,,,,,,,
K01189.01,FALSE POSITIVE,2.783883492,2.4546,903.9,67.17,6028,3.835,2.147,Kepler,,,,,,,,,
K01190.01,FALSE POSITIVE,0.393727296,3.02,903.5,23.05,5628,4.575,0.808,Kepler,,,,,,,,,
K01191.01,CONFIRMED,8.17242644,3.902,864.3,3.29,5705,4.499,0.905,Kepler,,,,,,,,,
K01192.01,CANDIDATE,1295.362215,28.297,8708,57.82,5609,4.346,1.048,Kepler,,,,,,,,,
K00993.02,CONFIRMED,13.0607936,3.215,236.6,1.45,5830,4.54,0.876,Kepler,,,,,,,,,
K00994.01,CANDIDATE,4.2989201,2.747,237.6,2.12,5300,4.385,0.986,Kepler,,,,,,,,,
K00995.01,FALSE POSITIVE,25.9518461,14.581,1058.5,22.32,5372,4.584,0.796,Kepler,,,,,,,,,
K00996.01,FALSE POSITIVE,25.9518536,14.755,2017.9,24.6,5198,4.604,0.742,Kepler,,,,,,,,,
K00997.01,FALSE POSITIVE,5.68628739,17.573,5559.7,4.5,6052,4.442,0.956,Kepler,,,,,,,,,
K00136.01,FALSE POSITIVE,15.66388695,2.4775,5144.4,27.36,5996,3.901,2.221,Kepler,,,,,,,,,
K01065.01,FALSE POSITIVE,4.020628573,4.4085,20901,16.94,6210,4.45,1.033,Kepler,,,,,,,,,
K01066.01,CANDIDATE,5.714817603,3.14126,12295,9.29,5695,4.526,0.842,Kepler,,,,,,,,,
K01067.01,FALSE POSITIVE,185.0228822,4.87326,43547,49.82,6025,4.237,1.367,Kepler,,,,,,,,,
K01068.01,FALSE POSITIVE,2.897432135,3.1793,1223.7,14.35,5970,3.619,2.994,Kepler,,,,,,,,,
K01069.01,CONFIRMED,8.70420525,2.9385,1074.9,2.86,5074,4.474,0.863,Kepler,,,,,,,,,
K01127.02,CONFIRMED,8.1280933,3.727,224.1,1.39,5831,4.517,0.921,Kepler,,,,,,,,,
K01127.03,CANDIDATE,2.83668931,3.031,166.1,1.19,5831,4.517,0.921,Kepler,,,,,,,,,
K01128.01,CONFIRMED,0.974868896,1.6191,197.6,1.16,5487,4.563,0.832,Kepler,,,,,,,,,
